nano_seconds,distance
1193,20.49828178694158
2397,41.18556701030928
2972,51.06529209621993
3704,63.64261168384879
4657,80.01718213058419
1335,22.938144329896907
4649,79.87972508591065
4038,69.38144329896907
2901,49.845360824742265
4224,72.57731958762886
4911,84.38144329896907
3979,68.36769759450172
5467,93.93470790378007
3642,62.577319587628864
2963,50.9106529209622
5425,93.21305841924398
1412,24.261168384879724
1610,27.663230240549826
2639,45.34364261168385
4127,70.91065292096219
4237,72.80068728522336
1855,31.872852233676973
1603,27.54295532646048
1240,21.305841924398624
3650,62.7147766323024
2986,51.30584192439862
3336,57.319587628865975
4208,72.30240549828179
4556,78.28178694158075
4175,71.73539518900343
3487,59.914089347079035
2674,45.945017182130584
3971,68.23024054982818
1706,29.3127147766323
1800,30.927835051546392
4768,81.92439862542955
5595,96.13402061855669
2655,45.618556701030926
4887,83.96907216494844
2053,35.27491408934708
1717,29.501718213058417
4359,74.89690721649484
2310,39.69072164948454
1819,31.254295532646047
2588,44.46735395189003
2778,47.7319587628866
3031,52.07903780068728
2575,44.24398625429553
1764,30.309278350515463
3424,58.83161512027491
1761,30.257731958762886
3160,54.29553264604811
2788,47.90378006872852
3709,63.72852233676976
1602,27.525773195876287
1050,18.04123711340206
4120,70.79037800687284
1090,18.728522336769757
2245,38.57388316151203
5593,96.09965635738831
5696,97.86941580756013
4067,69.87972508591065
3182,54.67353951890034
4462,76.66666666666666
4931,84.72508591065292
3823,65.6872852233677
5266,90.48109965635739
1737,29.845360824742265
4928,84.67353951890034
4358,74.87972508591065
1777,30.532646048109964
4655,79.9828178694158
3849,66.1340206185567
3761,64.62199312714776
1357,23.31615120274914
5512,94.70790378006872
3855,66.23711340206185
3001,51.56357388316151
1418,24.36426116838488
5601,96.23711340206185
4324,74.2955326460481
3466,59.55326460481099
3122,53.64261168384879
2053,35.27491408934708
5019,86.23711340206185
3406,58.52233676975945
3664,62.955326460481096
4554,78.24742268041237
3417,58.71134020618556
1145,19.67353951890034
1232,21.168384879725085
2683,46.09965635738831
2164,37.182130584192436
5172,88.8659793814433
2314,39.75945017182131
2493,42.83505154639175
1560,26.804123711340203
5528,94.9828178694158
2163,37.16494845360825
1980,34.02061855670103
2368,40.687285223367695
4483,77.02749140893471
2319,39.845360824742265
3132,53.81443298969072
2956,50.79037800687285
4120,70.79037800687284
1356,23.298969072164947
1996,34.29553264604811
4489,77.13058419243985
4633,79.60481099656357
2858,49.10652920962199
3500,60.13745704467354
2015,34.62199312714777
5562,95.56701030927834
3675,63.144329896907216
3390,58.24742268041237
1413,24.278350515463917
3067,52.69759450171821
4830,82.98969072164948
4473,76.85567010309278
3941,67.7147766323024
5347,91.87285223367697
3864,66.39175257731958
5022,86.28865979381443
1694,29.106529209621993
3870,66.49484536082474
4869,83.65979381443299
4061,69.77663230240549
3389,58.230240549828174
2869,49.29553264604811
5431,93.31615120274914
3403,58.47079037800687
3298,56.666666666666664
5336,91.68384879725086
1264,21.71821305841924
3196,54.914089347079035
3278,56.32302405498282
2437,41.87285223367697
4409,75.75601374570446
4156,71.40893470790378
5328,91.54639175257732
5534,95.08591065292096
2499,42.93814432989691
3609,62.01030927835051
1027,17.646048109965633
2991,51.391752577319586
3268,56.15120274914089
5287,90.84192439862542
3934,67.59450171821305
1533,26.34020618556701
5056,86.87285223367697
4866,83.6082474226804
4755,81.70103092783505
3376,58.00687285223368
2260,38.83161512027491
3218,55.29209621993127
1079,18.53951890034364
1499,25.756013745704465
1735,29.81099656357388
1059,18.195876288659793
1778,30.549828178694156
4206,72.2680412371134
1222,20.99656357388316
4922,84.57044673539518
2300,39.518900343642606
1884,32.371134020618555
4494,77.21649484536083
4068,69.89690721649484
3696,63.50515463917525
3670,63.05841924398625
2073,35.618556701030926
4853,83.38487972508591
2121,36.44329896907216
1124,19.3127147766323
5510,94.67353951890034
4946,84.9828178694158
1374,23.60824742268041
5073,87.16494845360825
1114,19.140893470790378
2496,42.88659793814433
1379,23.694158075601372
4297,73.8316151202749
1226,21.06529209621993
3213,55.20618556701031
1164,20.0
5567,95.6529209621993
5697,97.88659793814432
3358,57.69759450171821
1185,20.36082474226804
4542,78.04123711340206
4206,72.2680412371134
4985,85.6529209621993
1214,20.859106529209622
3294,56.597938144329895
5478,94.12371134020619
4100,70.446735395189
5393,92.66323024054982
1759,30.2233676975945
3261,56.03092783505154
2991,51.391752577319586
5158,88.6254295532646
5443,93.52233676975945
3413,58.64261168384879
3056,52.508591065292094
5033,86.47766323024055
3319,57.02749140893471
2687,46.16838487972508
5318,91.37457044673539
1281,22.010309278350515
3427,58.88316151202749
4293,73.76288659793813
5198,89.3127147766323
1590,27.31958762886598
5601,96.23711340206185
1243,21.3573883161512
4704,80.82474226804123
2868,49.27835051546391
4621,79.39862542955326
4908,84.3298969072165
4871,83.69415807560136
2232,38.350515463917525
3826,65.73883161512028
1688,29.00343642611684
2284,39.24398625429553
4926,84.63917525773195
2543,43.69415807560137
1297,22.285223367697593
1280,21.993127147766323
3105,53.350515463917525
3223,55.37800687285223
5293,90.94501718213058
1504,25.841924398625427
3448,59.24398625429553
4169,71.63230240549828
5552,95.39518900343643
5485,94.24398625429552
3514,60.37800687285223
1984,34.0893470790378
1758,30.20618556701031
5301,91.08247422680412
1312,22.54295532646048
2243,38.539518900343644
3246,55.77319587628866
2914,50.06872852233677
4976,85.49828178694158
3618,62.16494845360825
3266,56.11683848797251
3872,66.52920962199312
5473,94.03780068728521
1238,21.27147766323024
3575,61.42611683848797
1441,24.759450171821303
2249,38.6426116838488
3641,62.56013745704467
2815,48.36769759450171
2567,44.10652920962199
5297,91.01374570446735
4836,83.09278350515463
3372,57.93814432989691
1888,32.439862542955325
1312,22.54295532646048
1017,17.47422680412371
1029,17.680412371134018
4876,83.78006872852234
4500,77.31958762886597
5137,88.26460481099656
4869,83.65979381443299
5672,97.45704467353951
1416,24.329896907216494
1497,25.72164948453608
1175,20.189003436426116
2624,45.08591065292096
2864,49.20962199312714
3952,67.90378006872852
1245,21.391752577319586
4622,79.41580756013745
1151,19.7766323024055
2215,38.05841924398625
3055,52.4914089347079
2439,41.90721649484536
4135,71.04810996563573
4755,81.70103092783505
4620,79.38144329896907
1815,31.185567010309278
4119,70.77319587628865
4039,69.39862542955326
4435,76.20274914089347
2337,40.15463917525773
3332,57.250859106529205
2853,49.02061855670103
4790,82.30240549828179
4041,69.43298969072164
4813,82.69759450171821
2504,43.024054982817866
1185,20.36082474226804
4282,73.57388316151203
5332,91.61512027491409
2138,36.735395189003434
4527,77.78350515463917
4290,73.71134020618557
3857,66.27147766323024
1188,20.412371134020617
3973,68.26460481099656
3971,68.23024054982818
5108,87.76632302405498
5219,89.67353951890034
2124,36.49484536082474
3674,63.12714776632302
4366,75.01718213058419
4577,78.6426116838488
4233,72.73195876288659
3751,64.45017182130584
3618,62.16494845360825
2526,43.4020618556701
1561,26.821305841924396
1711,29.398625429553263
2828,48.59106529209622
3360,57.73195876288659
4860,83.50515463917526
1572,27.010309278350515
5180,89.00343642611683
3405,58.50515463917525
1930,33.161512027491405
5659,97.23367697594502
1506,25.876288659793815
3101,53.281786941580755
2534,43.53951890034364
3723,63.96907216494845
2438,41.89003436426117
1872,32.16494845360825
1687,28.986254295532646
3165,54.38144329896907
3380,58.07560137457045
1803,30.97938144329897
1110,19.072164948453608
3862,66.3573883161512
1258,21.615120274914087
4948,85.01718213058419
2020,34.707903780068726
3294,56.597938144329895
3500,60.13745704467354
3916,67.2852233676976
3911,67.19931271477662
4575,78.6082474226804
2379,40.876288659793815
1659,28.505154639175256
1459,25.06872852233677
5527,94.96563573883161
2671,45.893470790378004
3588,61.64948453608247
5160,88.65979381443299
1794,30.824742268041234
4258,73.16151202749141
2203,37.85223367697594
2099,36.06529209621993
4238,72.81786941580755
5514,94.74226804123711
2879,49.46735395189003
3150,54.123711340206185
4856,83.43642611683849
5292,90.92783505154638
4845,83.24742268041237
4164,71.54639175257732
2877,49.43298969072165
4851,83.35051546391752
5079,87.2680412371134
3465,59.5360824742268
4195,72.07903780068729
4215,72.42268041237114
2063,35.446735395189
2427,41.70103092783505
1260,21.649484536082472
2358,40.51546391752577
2434,41.8213058419244
2294,39.41580756013745
4036,69.34707903780068
3057,52.52577319587628
3418,58.72852233676976
3066,52.68041237113402
4326,74.3298969072165
2113,36.30584192439862
2076,35.670103092783506
1424,24.467353951890033
3636,62.47422680412371
3101,53.281786941580755
5002,85.94501718213058
2645,45.446735395189
3653,62.76632302405498
1531,26.305841924398624
1563,26.85567010309278
3497,60.08591065292096
5692,97.80068728522336
3372,57.93814432989691
2737,47.02749140893471
2305,39.60481099656357
4157,71.42611683848797
5559,95.51546391752576
2024,34.776632302405496
2966,50.96219931271477
3501,60.15463917525773
4369,75.06872852233677
2290,39.34707903780068
2438,41.89003436426117
2487,42.7319587628866
3790,65.12027491408935
4954,85.12027491408934
1623,27.88659793814433
2756,47.35395189003436
3069,52.7319587628866
3132,53.81443298969072
1813,31.151202749140893
2838,48.76288659793814
4819,82.80068728522336
3223,55.37800687285223
4513,77.54295532646047
2030,34.87972508591065
3855,66.23711340206185
3462,59.48453608247422
3894,66.90721649484536
1158,19.896907216494846
4038,69.38144329896907
4281,73.55670103092783
1741,29.914089347079038
5318,91.37457044673539
3893,66.89003436426117
4773,82.0103092783505
3509,60.29209621993127
4792,82.33676975945016
5160,88.65979381443299
5562,95.56701030927834
5463,93.8659793814433
2593,44.55326460481099
4742,81.47766323024055
5407,92.90378006872852
3479,59.776632302405496
3493,60.01718213058419
3773,64.82817869415807
4712,80.96219931271477
5380,92.43986254295532
3557,61.11683848797251
1076,18.487972508591064
1054,18.10996563573883
3018,51.855670103092784
4046,69.51890034364261
1004,17.25085910652921
2312,39.72508591065292
2526,43.4020618556701
4270,73.36769759450172
1941,33.350515463917525
1193,20.49828178694158
5314,91.30584192439862
5587,95.99656357388315
4803,82.52577319587628
3148,54.0893470790378
4146,71.23711340206185
2041,35.06872852233677
1759,30.2233676975945
3852,66.18556701030927
3416,58.69415807560137
2733,46.95876288659794
3731,64.106529209622
3360,57.73195876288659
5633,96.78694158075601
5471,94.00343642611683
2798,48.07560137457045
1680,28.865979381443296
4584,78.76288659793813
2119,36.408934707903775
2539,43.6254295532646
4005,68.81443298969072
3555,61.08247422680412
1844,31.683848797250857
2024,34.776632302405496
5579,95.85910652920961
5538,95.15463917525773
3455,59.36426116838488
5544,95.25773195876288
1070,18.38487972508591
4590,78.8659793814433
4718,81.06529209621992
2595,44.587628865979376
5167,88.78006872852234
3278,56.32302405498282
3688,63.36769759450171
4261,73.21305841924398
3302,56.735395189003434
5246,90.13745704467354
4417,75.893470790378
3784,65.01718213058419
2086,35.84192439862543
1934,33.230240549828174
1764,30.309278350515463
1884,32.371134020618555
2264,38.90034364261168
3616,62.13058419243986
1993,34.24398625429553
4604,79.106529209622
1688,29.00343642611684
2403,41.28865979381443
2660,45.70446735395189
1233,21.185567010309278
2844,48.865979381443296
5149,88.47079037800687
5655,97.16494845360825
1693,29.0893470790378
2770,47.59450171821305
5018,86.21993127147766
5230,89.86254295532646
1152,19.79381443298969
3140,53.95189003436426
5259,90.36082474226804
1820,31.27147766323024
2420,41.580756013745706
5086,87.38831615120274
3002,51.5807560137457
1861,31.97594501718213
3455,59.36426116838488
